Timestamp;Parameter;Value;Goup_ID;X;Y;Z
NA;rain intensity;0.692955874372274;;648;262;
NA;rain intensity;0.758537002606317;;648;261;
NA;rain intensity;0.791096007917076;;648;260;
NA;rain intensity;0.368993192911148;;648;259;
NA;rain intensity;0.988529604393989;;648;258;
NA;rain intensity;0.62253177841194;;648;257;
NA;rain intensity;0.780833845958114;;648;256;
NA;rain intensity;0.434518145862967;;648;255;
NA;rain intensity;0.0430212332867086;;648;254;
NA;rain intensity;0.724622759502381;;648;253;
NA;rain intensity;0.320470865815878;;648;252;
NA;rain intensity;0.805592712946236;;648;251;
NA;rain intensity;0.12027134001255;;648;250;
NA;rain intensity;0.157084472710267;;649;299;
NA;rain intensity;0.544632102129981;;649;298;
NA;rain intensity;0.260715509299189;;649;297;
NA;rain intensity;0.387483381200582;;649;296;
NA;rain intensity;0.955065405694768;;649;295;
NA;rain intensity;0.0384043361991644;;649;294;
NA;rain intensity;0.80343979364261;;649;293;
NA;rain intensity;0.288046246860176;;649;292;
NA;rain intensity;0.317133816191927;;649;291;
NA;rain intensity;0.271685501793399;;649;290;
NA;rain intensity;0.0998148766811937;;649;289;
NA;rain intensity;0.791315376525745;;649;288;
NA;rain intensity;0.80427804030478;;649;287;
NA;rain intensity;0.906629539560527;;649;286;
NA;rain intensity;0.308546928456053;;649;285;
NA;rain intensity;0.0906307788100094;;649;284;
NA;rain intensity;0.00641653267666698;;649;283;
NA;rain intensity;0.692017334280536;;649;282;
NA;rain intensity;0.938083805609494;;649;281;
NA;rain intensity;0.371537254890427;;649;280;
NA;rain intensity;0.645982469664887;;649;279;
NA;rain intensity;0.739758489886299;;649;278;
NA;rain intensity;0.970128636341542;;649;277;
NA;rain intensity;0.959218219853938;;649;276;
NA;rain intensity;0.206774257821962;;649;275;
NA;rain intensity;0.399454798549414;;649;274;
NA;rain intensity;0.968340886756778;;649;273;
NA;rain intensity;0.682793803280219;;649;272;
NA;rain intensity;0.237095686839893;;649;271;
NA;rain intensity;0.0237768564838916;;649;270;
NA;rain intensity;0.468129215063527;;649;269;
NA;rain intensity;0.157105264253914;;649;268;
NA;rain intensity;0.983081167330965;;649;267;
NA;rain intensity;0.0536014041863382;;649;266;
NA;rain intensity;0.474814912537113;;649;265;
NA;rain intensity;0.731821349123493;;649;264;
NA;rain intensity;0.227447915123776;;649;263;
NA;rain intensity;0.0379510310012847;;649;262;
NA;rain intensity;0.14332034252584;;649;261;
NA;rain intensity;0.237133526243269;;649;260;
NA;rain intensity;0.0954423914663494;;649;259;
NA;rain intensity;0.609548684209585;;649;258;
NA;rain intensity;0.207364673260599;;649;257;
NA;rain intensity;0.0588256381452084;;649;256;
NA;rain intensity;0.101011649239808;;649;255;
NA;rain intensity;0.698951550293714;;649;254;
NA;rain intensity;0.766765399836004;;649;253;
NA;rain intensity;0.703191360691562;;649;252;
NA;rain intensity;0.442528016399592;;649;251;
NA;rain intensity;0.990202695596963;;649;250;
NA;rain intensity;0.903472921811044;;600;299;
NA;rain intensity;0.272039813920856;;600;298;
NA;rain intensity;0.705377412028611;;600;297;
NA;rain intensity;0.581161435926333;;600;296;
NA;rain intensity;0.748958637006581;;600;295;
NA;rain intensity;0.62364324554801;;600;294;
NA;rain intensity;0.261745374882594;;600;293;
NA;rain intensity;0.0578427396249026;;600;292;
NA;rain intensity;0.728581239003688;;600;291;
NA;rain intensity;0.127300129737705;;600;290;
NA;rain intensity;0.558731102151796;;600;289;
NA;rain intensity;0.598466450814158;;600;288;
NA;rain intensity;0.348699295893312;;600;287;
NA;rain intensity;0.875482319388539;;600;286;
NA;rain intensity;0.638053772039711;;600;285;
NA;rain intensity;0.485853553051129;;600;284;
NA;rain intensity;0.196191067341715;;600;283;
NA;rain intensity;0.47886008140631;;600;282;
NA;rain intensity;0.31425182078965;;600;281;
NA;rain intensity;0.738639583112672;;600;280;
NA;rain intensity;0.381238410715014;;600;279;
NA;rain intensity;0.304141724715009;;600;278;
NA;rain intensity;0.368559269700199;;600;277;
NA;rain intensity;0.273309101350605;;600;276;
NA;rain intensity;0.946703797904775;;600;275;
NA;rain intensity;0.679518259363249;;600;274;
NA;rain intensity;0.0627767723053694;;600;273;
NA;rain intensity;0.933644187636673;;600;272;
NA;rain intensity;0.478276051580906;;600;271;
NA;rain intensity;0.48435643594712;;600;270;
NA;rain intensity;0.634161249967292;;600;269;
NA;rain intensity;0.36359805893153;;600;268;
NA;rain intensity;0.00830621388740838;;600;267;
NA;rain intensity;0.344962207600474;;600;266;
NA;rain intensity;0.511864500120282;;600;265;
NA;rain intensity;0.0915263323113322;;600;264;
NA;rain intensity;0.0551628081593663;;600;263;
NA;rain intensity;0.714492987142876;;600;262;
NA;rain intensity;0.562760895816609;;600;261;
NA;rain intensity;0.779589220881462;;600;260;
NA;rain intensity;0.482228183886036;;600;259;
NA;rain intensity;0.0769338815007359;;600;258;
NA;rain intensity;0.901275623124093;;600;257;
NA;rain intensity;0.532636423362419;;600;256;
NA;rain intensity;0.799849468050525;;600;255;
NA;rain intensity;0.813401595223695;;600;254;
NA;rain intensity;0.144476082408801;;600;253;
NA;rain intensity;0.553461419185624;;600;252;
NA;rain intensity;0.955872391583398;;600;251;
NA;rain intensity;0.150549350539222;;600;250;
NA;rain intensity;0.581714586354792;;601;299;
NA;rain intensity;0.491122307255864;;601;298;
NA;rain intensity;0.451054222183302;;601;297;
NA;rain intensity;0.0015500346198678;;601;296;
NA;rain intensity;0.959230495383963;;601;295;
NA;rain intensity;0.01030412199907;;601;294;
NA;rain intensity;0.607873133849353;;601;293;
NA;rain intensity;0.0487789486069232;;601;292;
NA;rain intensity;0.752969677327201;;601;291;
NA;rain intensity;0.654572526924312;;601;290;
NA;rain intensity;0.677983389003202;;601;289;
NA;rain intensity;0.0442853549029678;;601;288;
NA;rain intensity;0.487260885536671;;601;287;
NA;rain intensity;0.0137127058114856;;601;286;
NA;rain intensity;0.989229511702433;;601;285;
NA;rain intensity;0.443851984338835;;601;284;
NA;rain intensity;0.414158634608611;;601;283;
NA;rain intensity;0.226590300677344;;601;282;
NA;rain intensity;0.509813450742513;;601;281;
NA;rain intensity;0.459613089682534;;601;280;
NA;rain intensity;0.119802425615489;;601;279;
NA;rain intensity;0.721411983948201;;601;278;
NA;rain intensity;0.500733053078875;;601;277;
NA;rain intensity;0.419688899070024;;601;276;
NA;rain intensity;0.868132900446653;;601;275;
NA;rain intensity;0.355777136050165;;601;274;
NA;rain intensity;0.55080175679177;;601;273;
NA;rain intensity;0.423975904472172;;601;272;
NA;rain intensity;0.882924161152914;;601;271;
NA;rain intensity;0.85653314110823;;601;270;
NA;rain intensity;0.359916545683518;;601;269;
NA;rain intensity;0.462008672300726;;601;268;
NA;rain intensity;0.308184400200844;;601;267;
NA;rain intensity;0.488635868532583;;601;266;
NA;rain intensity;0.532281055115163;;601;265;
NA;rain intensity;0.44847887987271;;601;264;
NA;rain intensity;0.993880213005468;;601;263;
NA;rain intensity;0.51655132137239;;601;262;
NA;rain intensity;0.676405691774562;;601;261;
NA;rain intensity;0.0290792731102556;;601;260;
NA;rain intensity;0.410640969406813;;601;259;
NA;rain intensity;0.504612772027031;;601;258;
NA;rain intensity;0.213715413119644;;601;257;
NA;rain intensity;0.219821241917089;;601;256;
NA;rain intensity;0.335548125440255;;601;255;
NA;rain intensity;0.76607385603711;;601;254;
NA;rain intensity;0.631976005854085;;601;253;
NA;rain intensity;0.894556630635634;;601;252;
NA;rain intensity;0.771226638928056;;601;251;
NA;rain intensity;0.969454357866198;;601;250;
NA;rain intensity;0.501788415946066;;602;299;
NA;rain intensity;0.0746740482281893;;602;298;
NA;rain intensity;0.874104053480551;;602;297;
NA;rain intensity;0.328797931782901;;602;296;
NA;rain intensity;0.201866603223607;;602;295;
NA;rain intensity;0.399579701246694;;602;294;
NA;rain intensity;0.601232830667868;;602;293;
NA;rain intensity;0.210399674018845;;602;292;
NA;rain intensity;0.591060549486428;;602;291;
NA;rain intensity;0.550919067813084;;602;290;
NA;rain intensity;0.903536657802761;;602;289;
NA;rain intensity;0.503074884880334;;602;288;
NA;rain intensity;0.12564097600989;;602;287;
NA;rain intensity;0.763355309376493;;602;286;
NA;rain intensity;0.0871751722879708;;602;285;
NA;rain intensity;0.322673944756389;;602;284;
NA;rain intensity;0.225267461268231;;602;283;
NA;rain intensity;0.85499039827846;;602;282;
NA;rain intensity;0.750601631822065;;602;281;
NA;rain intensity;0.979078160133213;;602;280;
NA;rain intensity;0.42672296683304;;602;279;
NA;rain intensity;0.488574055721983;;602;278;
NA;rain intensity;0.668941303854808;;602;277;
NA;rain intensity;0.927301408490166;;602;276;
NA;rain intensity;0.155987476697192;;602;275;
NA;rain intensity;0.129892547149211;;602;274;
NA;rain intensity;0.0533073397818953;;602;273;
NA;rain intensity;0.0715989861637354;;602;272;
NA;rain intensity;0.546650995966047;;602;271;
NA;rain intensity;0.299978183349594;;602;270;
NA;rain intensity;0.8526972734835;;602;269;
NA;rain intensity;0.0384339126758277;;602;268;
NA;rain intensity;0.157128934049979;;602;267;
NA;rain intensity;0.846068962709978;;602;266;
NA;rain intensity;0.727622522739694;;602;265;
NA;rain intensity;0.71580595546402;;602;264;
NA;rain intensity;0.824451657012105;;602;263;
NA;rain intensity;0.652794900117442;;602;262;
NA;rain intensity;0.732043838128448;;602;261;
NA;rain intensity;0.389852135442197;;602;260;
NA;rain intensity;0.561544018331915;;602;259;
NA;rain intensity;0.665953838499263;;602;258;
NA;rain intensity;0.424394021276385;;602;257;
NA;rain intensity;0.21253086742945;;602;256;
NA;rain intensity;0.268364241812378;;602;255;
NA;rain intensity;0.505451562348753;;602;254;
NA;rain intensity;0.361379017354921;;602;253;
NA;rain intensity;0.116807213053107;;602;252;
NA;rain intensity;0.954686459386721;;602;251;
NA;rain intensity;0.574888317612931;;602;250;
NA;rain intensity;0.142437460832298;;603;299;
NA;rain intensity;0.563789171399549;;603;298;
NA;rain intensity;0.500348888570443;;603;297;
NA;rain intensity;0.116870696423575;;603;296;
NA;rain intensity;0.0554868502076715;;603;295;
NA;rain intensity;0.840933312894776;;603;294;
NA;rain intensity;0.324434017995372;;603;293;
NA;rain intensity;0.0392869578208774;;603;292;
NA;rain intensity;0.239769274136052;;603;291;
NA;rain intensity;0.0192846055142581;;603;290;
NA;rain intensity;0.689386687008664;;603;289;
NA;rain intensity;0.683220640057698;;603;288;
NA;rain intensity;0.379087815759704;;603;287;
NA;rain intensity;0.678715587593615;;603;286;
NA;rain intensity;0.0584062959533185;;603;285;
NA;rain intensity;0.113460338208824;;603;284;
NA;rain intensity;0.395919359754771;;603;283;
NA;rain intensity;0.846699524205178;;603;282;
NA;rain intensity;0.625886687310413;;603;281;
NA;rain intensity;0.0850259454455227;;603;280;
NA;rain intensity;0.660697225248441;;603;279;
NA;rain intensity;0.862616811878979;;603;278;
NA;rain intensity;0.498859630664811;;603;277;
NA;rain intensity;0.889797621872276;;603;276;
NA;rain intensity;0.788865442853421;;603;275;
NA;rain intensity;0.152222842210904;;603;274;
NA;rain intensity;0.792837580200285;;603;273;
NA;rain intensity;0.589152404572815;;603;272;
NA;rain intensity;0.740919463569298;;603;271;
NA;rain intensity;0.883343534078449;;603;270;
NA;rain intensity;0.937607067404315;;603;269;
NA;rain intensity;0.236803447129205;;603;268;
NA;rain intensity;0.225875588599592;;603;267;
NA;rain intensity;0.437283325940371;;603;266;
NA;rain intensity;0.404289267258719;;603;265;
NA;rain intensity;0.312166120158508;;603;264;
NA;rain intensity;0.177331429906189;;603;263;
NA;rain intensity;0.189095184439793;;603;262;
NA;rain intensity;0.422762508038431;;603;261;
NA;rain intensity;0.39481014967896;;603;260;
NA;rain intensity;0.926405714126304;;603;259;
NA;rain intensity;0.399058664450422;;603;258;
NA;rain intensity;0.657464305171743;;603;257;
NA;rain intensity;0.597572238883004;;603;256;
NA;rain intensity;0.529009758261964;;603;255;
NA;rain intensity;0.353866827441379;;603;254;
NA;rain intensity;0.224222179036587;;603;253;
NA;rain intensity;0.013149123871699;;603;252;
NA;rain intensity;0.559129119617864;;603;251;
NA;rain intensity;0.953162586083636;;603;250;
NA;rain intensity;0.250623340951279;;604;299;
NA;rain intensity;0.446685541188344;;604;298;
NA;rain intensity;0.35170918982476;;604;297;
NA;rain intensity;0.277409327216446;;604;296;
NA;rain intensity;0.764129210961983;;604;295;
NA;rain intensity;0.595351083902642;;604;294;
NA;rain intensity;0.0599054370541126;;604;293;
NA;rain intensity;0.937814580043778;;604;292;
NA;rain intensity;0.271332630887628;;604;291;
NA;rain intensity;0.631809264654294;;604;290;
NA;rain intensity;0.561615756480023;;604;289;
NA;rain intensity;0.181470364332199;;604;288;
NA;rain intensity;0.114979703444988;;604;287;
NA;rain intensity;0.55985088320449;;604;286;
NA;rain intensity;0.411446720827371;;604;285;
NA;rain intensity;0.68079703184776;;604;284;
NA;rain intensity;0.662915364140645;;604;283;
NA;rain intensity;0.524309252388775;;604;282;
NA;rain intensity;0.394457987742499;;604;281;
NA;rain intensity;0.698621382936835;;604;280;
NA;rain intensity;0.913821160094813;;604;279;
NA;rain intensity;0.336098271422088;;604;278;
NA;rain intensity;0.769517221720889;;604;277;
NA;rain intensity;0.368631622288376;;604;276;
NA;rain intensity;0.746584363048896;;604;275;
NA;rain intensity;0.348103217547759;;604;274;
NA;rain intensity;0.828342426335439;;604;273;
NA;rain intensity;0.795697507448494;;604;272;
NA;rain intensity;0.0969448522664607;;604;271;
NA;rain intensity;0.77903163083829;;604;270;
NA;rain intensity;0.665960669983178;;604;269;
NA;rain intensity;0.89474162296392;;604;268;
NA;rain intensity;0.408858520444483;;604;267;
NA;rain intensity;0.698327356250957;;604;266;
NA;rain intensity;0.409999608295038;;604;265;
NA;rain intensity;0.299235025886446;;604;264;
NA;rain intensity;0.834192730952054;;604;263;
NA;rain intensity;0.623492233455181;;604;262;
NA;rain intensity;0.0850246844347566;;604;261;
NA;rain intensity;0.125149071915075;;604;260;
NA;rain intensity;0.32580754160881;;604;259;
NA;rain intensity;0.853243994060904;;604;258;
NA;rain intensity;0.0362889370881021;;604;257;
NA;rain intensity;0.948394806589931;;604;256;
NA;rain intensity;0.247716634068638;;604;255;
NA;rain intensity;0.846132166683674;;604;254;
NA;rain intensity;0.536858648760244;;604;253;
NA;rain intensity;0.43274800805375;;604;252;
NA;rain intensity;0.711249914951622;;604;251;
NA;rain intensity;0.911152866203338;;604;250;
NA;rain intensity;0.683520266786218;;605;299;
NA;rain intensity;0.0807346536312252;;605;298;
NA;rain intensity;0.595747347222641;;605;297;
NA;rain intensity;0.400366752175614;;605;296;
NA;rain intensity;0.760286143282428;;605;295;
NA;rain intensity;0.649044332560152;;605;294;
NA;rain intensity;0.0131336026825011;;605;293;
NA;rain intensity;0.871612020535395;;605;292;
NA;rain intensity;0.463089938042685;;605;291;
NA;rain intensity;0.823159755673259;;605;290;
NA;rain intensity;0.0541945244185627;;605;289;
NA;rain intensity;0.995841911062598;;605;288;
NA;rain intensity;0.0870881625451148;;605;287;
NA;rain intensity;0.172724412754178;;605;286;
NA;rain intensity;0.855345729971305;;605;285;
NA;rain intensity;0.363354859873652;;605;284;
NA;rain intensity;0.622017867863178;;605;283;
NA;rain intensity;0.839837086619809;;605;282;
NA;rain intensity;0.446264302358031;;605;281;
NA;rain intensity;0.151468040654436;;605;280;
NA;rain intensity;0.575016004499048;;605;279;
NA;rain intensity;0.182079933118075;;605;278;
NA;rain intensity;0.904537823982537;;605;277;
NA;rain intensity;0.0577945213299245;;605;276;
NA;rain intensity;0.530843160348013;;605;275;
NA;rain intensity;0.44286424992606;;605;274;
NA;rain intensity;0.695286181056872;;605;273;
NA;rain intensity;0.608348357258365;;605;272;
NA;rain intensity;0.734122449299321;;605;271;
NA;rain intensity;0.371007688110694;;605;270;
NA;rain intensity;0.436939012724906;;605;269;
NA;rain intensity;0.464498770656064;;605;268;
NA;rain intensity;0.738759711151943;;605;267;
NA;rain intensity;0.389288917183876;;605;266;
NA;rain intensity;0.894777932902798;;605;265;
NA;rain intensity;0.606821897206828;;605;264;
NA;rain intensity;0.971374361310154;;605;263;
NA;rain intensity;0.230291291605681;;605;262;
NA;rain intensity;0.723159560002387;;605;261;
NA;rain intensity;0.876315698726103;;605;260;
NA;rain intensity;0.323967320844531;;605;259;
NA;rain intensity;0.584418046521023;;605;258;
NA;rain intensity;0.588041408918798;;605;257;
NA;rain intensity;0.702297877054662;;605;256;
NA;rain intensity;0.168998562265188;;605;255;
NA;rain intensity;0.314582503400743;;605;254;
NA;rain intensity;0.5607144695241;;605;253;
NA;rain intensity;0.631392599781975;;605;252;
NA;rain intensity;0.893371389945969;;605;251;
NA;rain intensity;0.366774489637464;;605;250;
NA;rain intensity;0.488554645562544;;606;299;
NA;rain intensity;0.729804109316319;;606;298;
NA;rain intensity;0.256743751931936;;606;297;
NA;rain intensity;0.970153376460075;;606;296;
NA;rain intensity;0.59888390544802;;606;295;
NA;rain intensity;0.108724267920479;;606;294;
NA;rain intensity;0.571004247991368;;606;293;
NA;rain intensity;0.992691126186401;;606;292;
NA;rain intensity;0.575368537334725;;606;291;
NA;rain intensity;0.238047973252833;;606;290;
NA;rain intensity;0.78043044754304;;606;289;
NA;rain intensity;0.85555739258416;;606;288;
NA;rain intensity;0.119920050725341;;606;287;
NA;rain intensity;0.406625943025574;;606;286;
NA;rain intensity;0.0549056089948863;;606;285;
NA;rain intensity;0.0594947061035782;;606;284;
NA;rain intensity;0.901335503906012;;606;283;
NA;rain intensity;0.540127968415618;;606;282;
NA;rain intensity;0.0514985709451139;;606;281;
NA;rain intensity;0.847140121739358;;606;280;
NA;rain intensity;0.033899295842275;;606;279;
NA;rain intensity;0.751960640074685;;606;278;
NA;rain intensity;0.50046140095219;;606;277;
NA;rain intensity;0.71876955172047;;606;276;
NA;rain intensity;0.592895074514672;;606;275;
NA;rain intensity;0.788327388232574;;606;274;
NA;rain intensity;0.820966482628137;;606;273;
NA;rain intensity;0.884656868409365;;606;272;
NA;rain intensity;0.496259370353073;;606;271;
NA;rain intensity;0.251294313697144;;606;270;
NA;rain intensity;0.886872799601406;;606;269;
NA;rain intensity;0.518501747399569;;606;268;
NA;rain intensity;0.833508599549532;;606;267;
NA;rain intensity;0.168624626938254;;606;266;
NA;rain intensity;0.282605375861749;;606;265;
NA;rain intensity;0.495247758226469;;606;264;
NA;rain intensity;0.998848350718617;;606;263;
NA;rain intensity;0.636464497074485;;606;262;
NA;rain intensity;0.865357883973047;;606;261;
NA;rain intensity;0.90768333338201;;606;260;
NA;rain intensity;0.695823456393555;;606;259;
NA;rain intensity;0.0218386650085449;;606;258;
NA;rain intensity;0.684308089315891;;606;257;
NA;rain intensity;0.390814007725567;;606;256;
NA;rain intensity;0.295258470578119;;606;255;
NA;rain intensity;0.687802787404507;;606;254;
NA;rain intensity;0.15840657800436;;606;253;
NA;rain intensity;0.581707795150578;;606;252;
NA;rain intensity;0.369402474258095;;606;251;
NA;rain intensity;0.223762338748202;;606;250;
NA;rain intensity;0.17486686934717;;607;299;
NA;rain intensity;0.899439610773697;;607;298;
NA;rain intensity;0.637363305781037;;607;297;
NA;rain intensity;0.820284072775394;;607;296;
NA;rain intensity;0.984454174060374;;607;295;
NA;rain intensity;0.376882037613541;;607;294;
NA;rain intensity;0.462600439088419;;607;293;
NA;rain intensity;0.513673527864739;;607;292;
NA;rain intensity;0.294698029290885;;607;291;
NA;rain intensity;0.727182827424258;;607;290;
NA;rain intensity;0.898461336269975;;607;289;
NA;rain intensity;0.0272995706181973;;607;288;
NA;rain intensity;0.868331111269072;;607;287;
NA;rain intensity;0.732292193453759;;607;286;
NA;rain intensity;0.321081225993112;;607;285;
NA;rain intensity;0.389248919906095;;607;284;
NA;rain intensity;0.0958278381731361;;607;283;
NA;rain intensity;0.540724973659962;;607;282;
NA;rain intensity;0.640835729660466;;607;281;
NA;rain intensity;0.447753415443003;;607;280;
NA;rain intensity;0.0737982413265854;;607;279;
NA;rain intensity;0.361566168023273;;607;278;
NA;rain intensity;0.571156792109832;;607;277;
NA;rain intensity;0.748743921052665;;607;276;
NA;rain intensity;0.527893133927137;;607;275;
NA;rain intensity;0.698414435377344;;607;274;
NA;rain intensity;0.731122059514746;;607;273;
NA;rain intensity;0.655717798275873;;607;272;
NA;rain intensity;0.656026063021272;;607;271;
NA;rain intensity;0.997763268183917;;607;270;
NA;rain intensity;0.446711547905579;;607;269;
NA;rain intensity;0.751615746878088;;607;268;
NA;rain intensity;0.42744373017922;;607;267;
NA;rain intensity;0.272886416176334;;607;266;
NA;rain intensity;0.957518850686029;;607;265;
NA;rain intensity;0.595698528690264;;607;264;
NA;rain intensity;0.203969328664243;;607;263;
NA;rain intensity;0.758965515997261;;607;262;
NA;rain intensity;0.257216982310638;;607;261;
NA;rain intensity;0.982642988441512;;607;260;
NA;rain intensity;0.158164755441248;;607;259;
NA;rain intensity;0.221274231560528;;607;258;
NA;rain intensity;0.973482608562335;;607;257;
NA;rain intensity;0.357366520911455;;607;256;
NA;rain intensity;0.165985097642988;;607;255;
NA;rain intensity;0.347371013369411;;607;254;
NA;rain intensity;0.844472588039935;;607;253;
NA;rain intensity;0.638121015159413;;607;252;
NA;rain intensity;0.485294715035707;;607;251;
NA;rain intensity;0.860550274839625;;607;250;
NA;rain intensity;0.153087792219594;;608;299;
NA;rain intensity;0.391653446946293;;608;298;
NA;rain intensity;0.981934568146244;;608;297;
NA;rain intensity;0.63157535973005;;608;296;
NA;rain intensity;0.993764562532306;;608;295;
NA;rain intensity;0.390105658443645;;608;294;
NA;rain intensity;0.690061099594459;;608;293;
NA;rain intensity;0.86095972196199;;608;292;
NA;rain intensity;0.96846439386718;;608;291;
NA;rain intensity;0.219995971070603;;608;290;
NA;rain intensity;0.319160409271717;;608;289;
NA;rain intensity;0.234048931160942;;608;288;
NA;rain intensity;0.554603862576187;;608;287;
NA;rain intensity;0.0132695573847741;;608;286;
NA;rain intensity;0.851149094523862;;608;285;
NA;rain intensity;0.850812296615914;;608;284;
NA;rain intensity;0.0795243552420288;;608;283;
NA;rain intensity;0.575363712618127;;608;282;
NA;rain intensity;0.770046444376931;;608;281;
NA;rain intensity;0.165164790116251;;608;280;
NA;rain intensity;0.510384530993178;;608;279;
NA;rain intensity;0.940826406702399;;608;278;
NA;rain intensity;0.458693984895945;;608;277;
NA;rain intensity;0.293769516982138;;608;276;
NA;rain intensity;0.0541906426660717;;608;275;
NA;rain intensity;0.87736958777532;;608;274;
NA;rain intensity;0.0923376549035311;;608;273;
NA;rain intensity;0.283546729478985;;608;272;
NA;rain intensity;0.431218800134957;;608;271;
NA;rain intensity;0.738444905495271;;608;270;
NA;rain intensity;0.916252972558141;;608;269;
NA;rain intensity;0.165208108490333;;608;268;
NA;rain intensity;0.530109083279967;;608;267;
NA;rain intensity;0.131452273344621;;608;266;
NA;rain intensity;0.400207221508026;;608;265;
NA;rain intensity;0.0279211711604148;;608;264;
NA;rain intensity;0.26635847077705;;608;263;
NA;rain intensity;0.93108800589107;;608;262;
NA;rain intensity;0.962275447091088;;608;261;
NA;rain intensity;0.0347462121862918;;608;260;
NA;rain intensity;0.0541289416141808;;608;259;
NA;rain intensity;0.459644988179207;;608;258;
NA;rain intensity;0.5937094388064;;608;257;
NA;rain intensity;0.0185600516851991;;608;256;
NA;rain intensity;0.850014325231314;;608;255;
NA;rain intensity;0.692227977095172;;608;254;
NA;rain intensity;0.33869040501304;;608;253;
NA;rain intensity;0.167551607824862;;608;252;
NA;rain intensity;0.768553920323029;;608;251;
NA;rain intensity;0.806816157884896;;608;250;
NA;rain intensity;0.470970689551905;;609;299;
NA;rain intensity;0.95914413779974;;609;298;
NA;rain intensity;0.807264980161563;;609;297;
NA;rain intensity;0.166592455236241;;609;296;
NA;rain intensity;0.0970323709771037;;609;295;
NA;rain intensity;0.602053806418553;;609;294;
NA;rain intensity;0.117764985188842;;609;293;
NA;rain intensity;0.243985554669052;;609;292;
NA;rain intensity;0.309865276794881;;609;291;
NA;rain intensity;0.475960501935333;;609;290;
NA;rain intensity;0.169575192034245;;609;289;
NA;rain intensity;0.908340238966048;;609;288;
NA;rain intensity;0.936077977064997;;609;287;
NA;rain intensity;0.00776798627339303;;609;286;
NA;rain intensity;0.633589024888352;;609;285;
NA;rain intensity;0.41066726623103;;609;284;
NA;rain intensity;0.922834493219852;;609;283;
NA;rain intensity;0.320711494423449;;609;282;
NA;rain intensity;0.0152075334917754;;609;281;
NA;rain intensity;0.278810204239562;;609;280;
NA;rain intensity;0.117978392867371;;609;279;
NA;rain intensity;0.974310025339946;;609;278;
NA;rain intensity;0.0373514457605779;;609;277;
NA;rain intensity;0.754715752787888;;609;276;
NA;rain intensity;0.803203819552436;;609;275;
NA;rain intensity;0.258531552506611;;609;274;
NA;rain intensity;0.223239971790463;;609;273;
NA;rain intensity;0.804057163419202;;609;272;
NA;rain intensity;0.452941490570083;;609;271;
NA;rain intensity;0.234092502854764;;609;270;
NA;rain intensity;0.801480518188328;;609;269;
NA;rain intensity;0.404796589631587;;609;268;
NA;rain intensity;0.547196438303217;;609;267;
NA;rain intensity;0.590412289369851;;609;266;
NA;rain intensity;0.63022050447762;;609;265;
NA;rain intensity;0.0785130774602294;;609;264;
NA;rain intensity;0.121314801508561;;609;263;
NA;rain intensity;0.636616172734648;;609;262;
NA;rain intensity;0.0561528850812465;;609;261;
NA;rain intensity;0.650164672872052;;609;260;
NA;rain intensity;0.728751862188801;;609;259;
NA;rain intensity;0.836911482270807;;609;258;
NA;rain intensity;0.202386957826093;;609;257;
NA;rain intensity;0.777859152061865;;609;256;
NA;rain intensity;0.0899352701380849;;609;255;
NA;rain intensity;0.33323682541959;;609;254;
NA;rain intensity;0.479429844068363;;609;253;
NA;rain intensity;0.170113256433979;;609;252;
NA;rain intensity;0.108897585654631;;609;251;
NA;rain intensity;0.494082103483379;;609;250;
NA;rain intensity;0.0246486347168684;;610;299;
NA;rain intensity;0.365613795816898;;610;298;
NA;rain intensity;0.722177696647123;;610;297;
NA;rain intensity;0.595759691437706;;610;296;
NA;rain intensity;0.70900052622892;;610;295;
NA;rain intensity;0.671588504454121;;610;294;
NA;rain intensity;0.559899136424065;;610;293;
NA;rain intensity;0.413582901470363;;610;292;
NA;rain intensity;0.363709615077823;;610;291;
NA;rain intensity;0.713181904749945;;610;290;
NA;rain intensity;0.947073050308973;;610;289;
NA;rain intensity;0.906457108911127;;610;288;
NA;rain intensity;0.3262100412976;;610;287;
NA;rain intensity;0.431231182999909;;610;286;
NA;rain intensity;0.866073356475681;;610;285;
NA;rain intensity;0.824477688642219;;610;284;
NA;rain intensity;0.386772455181926;;610;283;
NA;rain intensity;0.147785029839724;;610;282;
NA;rain intensity;0.797085826750845;;610;281;
NA;rain intensity;0.174355327617377;;610;280;
NA;rain intensity;0.166881523793563;;610;279;
NA;rain intensity;0.539727869443595;;610;278;
NA;rain intensity;0.14215890574269;;610;277;
NA;rain intensity;0.830066652735695;;610;276;
NA;rain intensity;0.0097314917948097;;610;275;
NA;rain intensity;0.0844960543327034;;610;274;
NA;rain intensity;0.496678846655414;;610;273;
NA;rain intensity;0.15449909097515;;610;272;
NA;rain intensity;0.649079327937216;;610;271;
NA;rain intensity;0.980887436773628;;610;270;
NA;rain intensity;0.195010270457715;;610;269;
NA;rain intensity;0.593220914248377;;610;268;
NA;rain intensity;0.177754175383598;;610;267;
NA;rain intensity;0.672960016643628;;610;266;
NA;rain intensity;0.547478898661211;;610;265;
NA;rain intensity;0.90369790699333;;610;264;
NA;rain intensity;0.568502102978528;;610;263;
NA;rain intensity;0.0483152668457478;;610;262;
NA;rain intensity;0.976579175330698;;610;261;
NA;rain intensity;0.620880340225995;;610;260;
NA;rain intensity;0.109876209869981;;610;259;
